S.no,Brands,Count,Percentage,Quarter,Year,State
1362,Huawei,2510,0.017860701,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1363,OnePlus,2058,0.014644351,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1364,Others,14960,0.106452623,1,2019,dadra-&-nagar-haveli-&-daman-&-diu
1365,Xiaomi,38996,0.245907428,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1366,Vivo,32183,0.202944886,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1367,Samsung,28908,0.182292849,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1368,Oppo,18106,0.11417581,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1369,Realme,8833,0.055700593,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1370,Lenovo,3513,0.022152857,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1371,Motorola,3454,0.021780805,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1372,Apple,3276,0.020658343,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1373,Huawei,2827,0.017826964,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1374,OnePlus,2202,0.013885736,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1375,Others,16282,0.102673729,2,2019,dadra-&-nagar-haveli-&-daman-&-diu
1376,Xiaomi,43202,0.244177043,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1377,Vivo,37115,0.209773412,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1378,Samsung,31867,0.180111796,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1379,Oppo,20623,0.11656088,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1380,Realme,10150,0.057367645,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1381,Lenovo,3660,0.020686264,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1382,Motorola,3640,0.020573224,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1383,Apple,3605,0.020375405,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1384,Huawei,3096,0.017498545,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1385,OnePlus,2366,0.013372596,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1386,Others,17605,0.099503191,3,2019,dadra-&-nagar-haveli-&-daman-&-diu
1387,Xiaomi,48012,0.242978168,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1388,Vivo,42886,0.21703661,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1389,Samsung,35031,0.177284183,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1390,Oppo,23415,0.118498163,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1391,Realme,12044,0.060952034,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1392,Apple,3874,0.019605462,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1393,Motorola,3849,0.019478942,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1394,Lenovo,3794,0.019200599,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1395,Huawei,3405,0.017231956,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1396,OnePlus,2529,0.012798713,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1397,Others,18759,0.094935171,4,2019,dadra-&-nagar-haveli-&-daman-&-diu
1398,Xiaomi,52683,0.241116542,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1399,Vivo,48874,0.223683729,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1400,Samsung,38134,0.174529511,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1401,Oppo,26282,0.120285955,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1402,Realme,13927,0.063740297,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1403,Apple,4178,0.019121632,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1404,Motorola,4028,0.01843512,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1405,Lenovo,3944,0.018050674,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1406,Huawei,3732,0.017080404,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1407,OnePlus,2682,0.012274824,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1408,Others,20032,0.091681312,1,2020,dadra-&-nagar-haveli-&-daman-&-diu
1409,Xiaomi,58073,0.237212741,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1410,Vivo,56525,0.230889573,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1411,Samsung,42346,0.172972134,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1412,Oppo,29921,0.122219318,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1413,Realme,16175,0.066070568,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1414,Apple,4502,0.018389471,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1415,Motorola,4308,0.017597033,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1416,Lenovo,4157,0.016980238,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1417,Huawei,4069,0.016620781,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1418,OnePlus,2817,0.011506695,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1419,Others,21921,0.089541448,2,2020,dadra-&-nagar-haveli-&-daman-&-diu
1420,Vivo,63527,0.237088816,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1421,Xiaomi,62612,0.233673949,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1422,Samsung,46194,0.172400409,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1423,Oppo,33220,0.123980205,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1424,Realme,18327,0.06839811,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1425,Apple,4852,0.018108126,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1426,Motorola,4473,0.016693662,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1427,Huawei,4325,0.016141312,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1428,Lenovo,4294,0.016025617,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1429,OnePlus,2971,0.011088055,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1430,Others,23151,0.086401738,3,2020,dadra-&-nagar-haveli-&-daman-&-diu
1431,Vivo,71995,0.242821922,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1432,Xiaomi,68314,0.230406789,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1433,Samsung,50714,0.171046197,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1434,Oppo,36932,0.124562806,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1435,Realme,20993,0.07080437,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1436,Apple,5335,0.017993679,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1437,Motorola,4712,0.015892449,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1438,Huawei,4635,0.015632747,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1439,Lenovo,4516,0.015231388,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1440,OnePlus,3173,0.01070177,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1441,Others,25174,0.084905883,4,2020,dadra-&-nagar-haveli-&-daman-&-diu
1442,Vivo,79699,0.247977573,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1443,Xiaomi,73383,0.228325804,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1444,Samsung,54230,0.168732654,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1445,Oppo,40045,0.12459707,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1446,Realme,23882,0.074307085,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1447,Apple,5784,0.01799649,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1448,Huawei,4871,0.015155758,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1449,Motorola,4859,0.015118421,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1450,Lenovo,4531,0.014097873,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1451,Tecno,3575,0.011123349,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1452,Others,26537,0.082567922,1,2021,dadra-&-nagar-haveli-&-daman-&-diu
1453,Vivo,87001,0.252181197,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1454,Xiaomi,77605,0.224945941,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1455,Samsung,57137,0.165617373,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1456,Oppo,43131,0.125019566,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1457,Realme,27996,0.081149237,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1458,Apple,6273,0.018182925,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1459,Huawei,4834,0.014011838,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1460,Motorola,4803,0.013921981,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1461,Tecno,4453,0.012907471,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1462,Lenovo,4280,0.012406013,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1463,Others,27481,0.079656458,2,2021,dadra-&-nagar-haveli-&-daman-&-diu
1464,Vivo,95723,0.257407079,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1465,Xiaomi,82367,0.221491688,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1466,Samsung,59023,0.158717738,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1467,Oppo,46708,0.125601682,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1468,Realme,32929,0.08854881,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1469,Apple,6802,0.018291142,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1470,Tecno,5777,0.015534832,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1471,Motorola,4807,0.012926421,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1472,Huawei,4785,0.012867261,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1473,Infinix,4734,0.012730118,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1474,Others,28219,0.075883229,3,2021,dadra-&-nagar-haveli-&-daman-&-diu
1475,Vivo,104203,0.261184621,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1476,Xiaomi,85964,0.215468602,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1477,Samsung,61231,0.153475385,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1478,Oppo,50155,0.125713412,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1479,Realme,39211,0.098282297,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1480,Apple,7542,0.018904009,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1481,Tecno,6955,0.017432694,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1482,Infinix,6018,0.015084106,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1483,OnePlus,5332,0.013364648,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1484,Motorola,4828,0.012101373,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1485,Others,27524,0.068988854,4,2021,dadra-&-nagar-haveli-&-daman-&-diu
1486,Vivo,111699,0.263087359,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1487,Xiaomi,89446,0.210674329,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1488,Samsung,63414,0.149360529,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1489,Oppo,53652,0.126367855,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1490,Realme,44772,0.105452576,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1491,Apple,8300,0.019549191,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1492,Tecno,8287,0.019518572,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1493,Infinix,6909,0.016272935,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1494,OnePlus,5945,0.014002402,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1495,Motorola,4850,0.011423322,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1496,Others,27296,0.06429093,1,2022,dadra-&-nagar-haveli-&-daman-&-diu
1497,Xiaomi,529823,0.253865556,1,2018,delhi
1498,Samsung,407203,0.195111983,1,2018,delhi
1499,Vivo,223992,0.107326133,1,2018,delhi
1500,Oppo,186309,0.089270262,1,2018,delhi
1501,Apple,138507,0.066365855,1,2018,delhi
1502,Realme,88082,0.042204634,1,2018,delhi
1503,OnePlus,86368,0.041383368,1,2018,delhi
1504,Motorola,83639,0.040075763,1,2018,delhi
1505,Lenovo,52568,0.025188043,1,2018,delhi
1506,Huawei,37398,0.017919313,1,2018,delhi
1507,Others,253133,0.12128909,1,2018,delhi
1508,Xiaomi,708839,0.257185318,2,2018,delhi
1509,Samsung,532749,0.193295263,2,2018,delhi
1510,Vivo,313719,0.113825454,2,2018,delhi
1511,Oppo,254431,0.092314218,2,2018,delhi
1512,Apple,176650,0.064093238,2,2018,delhi
1513,Realme,113976,0.041353472,2,2018,delhi
1514,Motorola,107679,0.039068756,2,2018,delhi
1515,OnePlus,106333,0.038580392,2,2018,delhi
1516,Lenovo,66497,0.02412685,2,2018,delhi
1517,Huawei,50115,0.018183032,2,2018,delhi
1518,Others,325153,0.117974008,2,2018,delhi
1519,Xiaomi,908753,0.259279908,3,2018,delhi
1520,Samsung,673829,0.192252813,3,2018,delhi
1521,Vivo,424455,0.121102932,3,2018,delhi
1522,Oppo,332529,0.094875162,3,2018,delhi
1523,Apple,218858,0.06244324,3,2018,delhi
1524,Realme,140759,0.040160506,3,2018,delhi
1525,Motorola,133126,0.037982705,3,2018,delhi
1526,OnePlus,126799,0.036177523,3,2018,delhi
1527,Lenovo,80056,0.022841094,3,2018,delhi
1528,Huawei,63709,0.018177066,3,2018,delhi
1529,Others,402038,0.11470705,3,2018,delhi
1530,Xiaomi,1206379,0.260539406,4,2018,delhi
1531,Samsung,892643,0.192782432,4,2018,delhi
1532,Vivo,605041,0.130669568,4,2018,delhi
1533,Oppo,464753,0.100371832,4,2018,delhi
1534,Apple,279775,0.060422481,4,2018,delhi
1535,Realme,181855,0.039274883,4,2018,delhi
1536,Motorola,165627,0.035770152,4,2018,delhi
1537,OnePlus,155837,0.033655824,4,2018,delhi
1538,Lenovo,98258,0.021220596,4,2018,delhi
1539,Huawei,84942,0.018344764,4,2018,delhi
1540,Others,495203,0.106948062,4,2018,delhi
1541,Xiaomi,1428603,0.259780811,1,2019,delhi
1542,Samsung,1061515,0.193028593,1,2019,delhi
1543,Vivo,755967,0.137466966,1,2019,delhi
1544,Oppo,576484,0.10482932,1,2019,delhi
1545,Apple,324092,0.058933715,1,2019,delhi
1546,Realme,213758,0.0388703,1,2019,delhi
1547,Motorola,186450,0.033904543,1,2019,delhi
1548,OnePlus,175334,0.031883181,1,2019,delhi
1549,Lenovo,109111,0.019841022,1,2019,delhi
1550,Huawei,102139,0.018573216,1,2019,delhi
1551,Others,565810,0.102888332,1,2019,delhi
1552,Xiaomi,1597465,0.259099582,2,2019,delhi
1553,Samsung,1188974,0.192844705,2,2019,delhi
1554,Vivo,879650,0.142674141,2,2019,delhi
1555,Oppo,664693,0.10780936,2,2019,delhi
1556,Apple,360575,0.058483179,2,2019,delhi
1557,Realme,240746,0.039047609,2,2019,delhi
1558,Motorola,200193,0.032470147,2,2019,delhi
1559,OnePlus,191881,0.031121988,2,2019,delhi
1560,Lenovo,115488,0.018731486,2,2019,delhi
1561,Huawei,114662,0.018597513,2,2019,delhi
1562,Others,611121,0.099120291,2,2019,delhi
1563,Xiaomi,1749719,0.257983665,3,2019,delhi
1564,Samsung,1305636,0.192506774,3,2019,delhi
1565,Vivo,1001823,0.147711701,3,2019,delhi
1566,Oppo,749989,0.110580562,3,2019,delhi
1567,Apple,392389,0.057854977,3,2019,delhi
1568,Realme,269723,0.039768745,3,2019,delhi
1569,Motorola,210710,0.031067696,3,2019,delhi
1570,OnePlus,206752,0.030484117,3,2019,delhi
1571,Huawei,125962,0.018572204,3,2019,delhi
1572,Lenovo,119861,0.017672655,3,2019,delhi
1573,Others,649722,0.095796904,3,2019,delhi
1574,Xiaomi,1872284,0.256833203,4,2019,delhi
1575,Samsung,1394404,0.191279339,4,2019,delhi
1576,Vivo,1114120,0.152830985,4,2019,delhi
1577,Oppo,825921,0.11329688,4,2019,delhi
1578,Apple,414754,0.056894466,4,2019,delhi
1579,Realme,300540,0.041226999,4,2019,delhi
1580,Motorola,217242,0.029800478,4,2019,delhi
1581,OnePlus,216727,0.029729832,4,2019,delhi
1582,Huawei,134371,0.018432532,4,2019,delhi
1583,Lenovo,121793,0.016707127,4,2019,delhi
1584,Others,677727,0.092968159,4,2019,delhi
1585,Xiaomi,1998766,0.255394287,1,2020,delhi
1586,Samsung,1484289,0.189656483,1,2020,delhi
1587,Vivo,1238728,0.158279686,1,2020,delhi
1588,Oppo,909331,0.116190661,1,2020,delhi
1589,Apple,436979,0.05583542,1,2020,delhi
1590,Realme,333567,0.042621851,1,2020,delhi
1591,OnePlus,225852,0.028858461,1,2020,delhi
1592,Motorola,223909,0.028610192,1,2020,delhi
1593,Huawei,142660,0.018228521,1,2020,delhi
1594,Lenovo,124278,0.015879743,1,2020,delhi
1595,Others,707838,0.090444695,1,2020,delhi
1596,Xiaomi,2125586,0.253313168,2,2020,delhi
1597,Samsung,1585854,0.188991506,2,2020,delhi
1598,Vivo,1364186,0.162574592,2,2020,delhi
1599,Oppo,1002444,0.119464592,2,2020,delhi
1600,Apple,458450,0.054635014,2,2020,delhi
1601,Realme,366179,0.043638772,2,2020,delhi
1602,OnePlus,233802,0.027862964,2,2020,delhi
1603,Motorola,231246,0.027558356,2,2020,delhi
1604,Huawei,150807,0.017972173,2,2020,delhi
1605,Lenovo,127388,0.015181253,2,2020,delhi
1606,Others,745197,0.08880761,2,2020,delhi
1607,Xiaomi,2264717,0.250406173,3,2020,delhi
1608,Samsung,1707446,0.188789601,3,2020,delhi
1609,Vivo,1516602,0.167688282,3,2020,delhi
1610,Oppo,1106202,0.122311004,3,2020,delhi
1611,Apple,485868,0.053721656,3,2020,delhi
1612,Realme,406930,0.044993606,3,2020,delhi
1613,OnePlus,244532,0.027037516,3,2020,delhi
1614,Motorola,238737,0.026396772,3,2020,delhi
1615,Huawei,159503,0.017635994,3,2020,delhi
1616,Lenovo,131036,0.014488443,3,2020,delhi
1617,Others,782601,0.086530954,3,2020,delhi
1618,Xiaomi,2416705,0.247918848,4,2020,delhi
1619,Samsung,1842707,0.189034987,4,2020,delhi
1620,Vivo,1673743,0.171701733,4,2020,delhi
1621,Oppo,1209582,0.124085553,4,2020,delhi
1622,Apple,518592,0.053200011,4,2020,delhi
1623,Realme,452392,0.046408852,4,2020,delhi
1624,OnePlus,256533,0.026316562,4,2020,delhi
1625,Motorola,246834,0.025321585,4,2020,delhi
1626,Huawei,168898,0.017326483,4,2020,delhi
1627,Lenovo,134947,0.013843603,4,2020,delhi
1628,Others,827035,0.084841784,4,2020,delhi
1629,Xiaomi,2575350,0.246039776,1,2021,delhi
1630,Samsung,1963994,0.187632999,1,2021,delhi
1631,Vivo,1839180,0.175708713,1,2021,delhi
1632,Oppo,1318743,0.125988014,1,2021,delhi
1633,Apple,555462,0.053066863,1,2021,delhi
1634,Realme,511070,0.048825809,1,2021,delhi
1635,OnePlus,269742,0.025770191,1,2021,delhi
1636,Motorola,253270,0.024196515,1,2021,delhi
1637,Huawei,175712,0.016786899,1,2021,delhi
1638,Lenovo,137068,0.013094989,1,2021,delhi
1639,Others,867619,0.082889232,1,2021,delhi
1640,Xiaomi,2731995,0.244305512,2,2021,delhi
1641,Samsung,2070161,0.185121767,2,2021,delhi
1642,Vivo,2011494,0.179875538,2,2021,delhi
1643,Oppo,1432860,0.128131858,2,2021,delhi
1644,Realme,596308,0.053324157,2,2021,delhi
1645,Apple,591905,0.052930424,2,2021,delhi
1646,OnePlus,291216,0.026041656,2,2021,delhi
1647,Motorola,252565,0.022585335,2,2021,delhi
1648,Huawei,176234,0.015759523,2,2021,delhi
1649,Lenovo,134680,0.012043604,2,2021,delhi
1650,Others,893281,0.079880626,2,2021,delhi
1651,Xiaomi,2897206,0.241835663,3,2021,delhi
1652,Vivo,2220413,0.185342378,3,2021,delhi
1653,Samsung,2149622,0.17943331,3,2021,delhi
1654,Oppo,1566918,0.130793825,3,2021,delhi
1655,Realme,707377,0.059046194,3,2021,delhi
1656,Apple,631640,0.052724272,3,2021,delhi
1657,OnePlus,331920,0.027706036,3,2021,delhi
1658,Motorola,250528,0.02091208,3,2021,delhi
1659,Huawei,172290,0.014381396,3,2021,delhi
1660,Tecno,148235,0.012373476,3,2021,delhi
1661,Others,903912,0.075451369,3,2021,delhi
1662,Xiaomi,3028207,0.236853885,4,2021,delhi
1663,Vivo,2413197,0.188750335,4,2021,delhi
1664,Samsung,2238115,0.175056141,4,2021,delhi
1665,Oppo,1697646,0.132782881,4,2021,delhi
1666,Realme,840595,0.06574788,4,2021,delhi
1667,Apple,705541,0.055184512,4,2021,delhi
1668,OnePlus,369158,0.028874019,4,2021,delhi
1669,Motorola,250976,0.019630309,4,2021,delhi
1670,Tecno,176336,0.013792276,4,2021,delhi
1671,Huawei,166930,0.013056577,4,2021,delhi
1672,Others,898426,0.070271183,4,2021,delhi
1673,Xiaomi,3155264,0.233046613,1,2022,delhi
1674,Vivo,2586749,0.191056309,1,2022,delhi
1675,Samsung,2320460,0.171388303,1,2022,delhi
1676,Oppo,1817979,0.134275245,1,2022,delhi
1677,Realme,964540,0.071240562,1,2022,delhi
1678,Apple,761100,0.05621456,1,2022,delhi
1679,OnePlus,404741,0.029894018,1,2022,delhi
1680,Motorola,252427,0.018644163,1,2022,delhi
1681,Tecno,206904,0.015281852,1,2022,delhi
1682,Huawei,164421,0.012144073,1,2022,delhi
1683,Others,904612,0.066814302,1,2022,delhi
1684,Xiaomi,23388,0.254394361,1,2018,goa
1685,Samsung,19288,0.20979812,1,2018,goa
1686,Vivo,8719,0.094837713,1,2018,goa
1687,Oppo,6969,0.075802732,1,2018,goa
1688,Apple,5957,0.064795075,1,2018,goa
1689,OnePlus,5457,0.059356509,1,2018,goa
1690,Motorola,4236,0.046075531,1,2018,goa
1691,Realme,4094,0.044530978,1,2018,goa
1692,Lenovo,2542,0.027649669,1,2018,goa
1693,Huawei,1595,0.017349025,1,2018,goa
1694,Others,9691,0.105410285,1,2018,goa
1695,Xiaomi,31481,0.257673482,2,2018,goa
1696,Samsung,25483,0.208579567,2,2018,goa
1697,Vivo,12317,0.100815231,2,2018,goa
1698,Oppo,9547,0.078142649,2,2018,goa
1699,Apple,7433,0.060839458,2,2018,goa
1700,OnePlus,6696,0.054807078,2,2018,goa
1701,Motorola,5508,0.045083242,2,2018,goa
1702,Realme,5427,0.044420253,2,2018,goa
1703,Lenovo,3352,0.027436279,2,2018,goa
1704,Huawei,2237,0.018309951,2,2018,goa
1705,Others,12693,0.103892809,2,2018,goa
1706,Xiaomi,39803,0.258793774,3,2018,goa
1707,Samsung,32023,0.208209256,3,2018,goa
1708,Vivo,16778,0.109088308,3,2018,goa
1709,Oppo,12470,0.081078269,3,2018,goa
1710,Apple,8815,0.057313949,3,2018,goa
1711,OnePlus,7931,0.0515663,3,2018,goa
1712,Realme,6878,0.044719835,3,2018,goa
1713,Motorola,6674,0.043393454,3,2018,goa
1714,Lenovo,3860,0.025097203,3,2018,goa
1715,Huawei,3053,0.019850197,3,2018,goa
1716,Others,15517,0.100889455,3,2018,goa
1717,Xiaomi,50867,0.260389045,4,2018,goa
1718,Samsung,40683,0.208256975,4,2018,goa
1719,Vivo,22715,0.116278475,4,2018,goa
1720,Oppo,16672,0.085344254,4,2018,goa
1721,Apple,10884,0.055715383,4,2018,goa
1722,OnePlus,9442,0.04833376,4,2018,goa
1723,Realme,8708,0.044576401,4,2018,goa
1724,Motorola,8176,0.041853084,4,2018,goa
1725,Lenovo,4769,0.024412593,4,2018,goa
1726,Huawei,3965,0.020296903,4,2018,goa
1727,Others,18469,0.094543128,4,2018,goa
1728,Xiaomi,62065,0.26061087,1,2019,goa
1729,Samsung,49562,0.208110786,1,2019,goa
1730,Vivo,29218,0.122686352,1,2019,goa
1731,Oppo,20988,0.08812859,1,2019,goa
1732,Apple,12909,0.054204878,1,2019,goa
1733,OnePlus,10892,0.045735497,1,2019,goa
1734,Realme,10545,0.044278444,1,2019,goa
1735,Motorola,9355,0.039281635,1,2019,goa
1736,Lenovo,5440,0.022842554,1,2019,goa
1737,Huawei,5049,0.021200746,1,2019,goa
1738,Others,22129,0.092919648,1,2019,goa
1739,Xiaomi,72286,0.259145336,2,2019,goa
1740,Samsung,58572,0.209980641,2,2019,goa
1741,Vivo,35425,0.126998638,2,2019,goa
1742,Oppo,25325,0.090790134,2,2019,goa
1743,Apple,14770,0.052950455,2,2019,goa
1744,Realme,12215,0.043790779,2,2019,goa
1745,OnePlus,12033,0.043138309,2,2019,goa
1746,Motorola,10716,0.038416864,2,2019,goa
1747,Lenovo,6125,0.021958127,2,2019,goa
1748,Huawei,5990,0.021474152,2,2019,goa
1749,Others,25483,0.091356564,2,2019,goa
1750,Xiaomi,81621,0.257322017,3,2019,goa
1751,Samsung,66756,0.210457953,3,2019,goa
1752,Vivo,41691,0.131436912,3,2019,goa
1753,Oppo,29561,0.093195332,3,2019,goa
1754,Apple,16481,0.051958738,3,2019,goa
1755,Realme,14157,0.044631992,3,2019,goa
1756,OnePlus,13220,0.041677964,3,2019,goa
