S.no,Transacton_type,Total_Transactions_count,Total_Amount,Quarter,Year,State
1344,Financial Services,1358171,773848137,1,2020,india
1345,Others,10027019,4116905196,1,2020,india
1346,Peer-to-peer payments,631031364,2.24E+12,2,2020,india
1347,Recharge & bill payments,448842692,1.72E+11,2,2020,india
1348,Merchant payments,363275861,2.27E+11,2,2020,india
1349,Financial Services,1682062,1751767444,2,2020,india
1350,Others,3779461,1987466180,2,2020,india
1351,Peer-to-peer payments,916790263,3.29E+12,3,2020,india
1352,Merchant payments,672019839,4.05E+11,3,2020,india
1353,Recharge & bill payments,436172619,2.04E+11,3,2020,india
1354,Financial Services,2531978,2673063433,3,2020,india
1355,Others,5541374,2789907564,3,2020,india
1356,Peer-to-peer payments,1249512647,4.47E+12,4,2020,india
1357,Merchant payments,1127490136,6.85E+11,4,2020,india
1358,Recharge & bill payments,479784084,2.28E+11,4,2020,india
1359,Financial Services,2942567,3259168196,4,2020,india
1360,Others,9556404,5323095366,4,2020,india
1361,Merchant payments,1467948823,8.44E+11,1,2021,india
1362,Peer-to-peer payments,1447600942,5.17E+12,1,2021,india
1363,Recharge & bill payments,530118545,2.60E+11,1,2021,india
1364,Financial Services,3075296,3573884779,1,2021,india
1365,Others,8851525,5199901892,1,2021,india
1366,Peer-to-peer payments,1744272888,6.16E+12,2,2021,india
1367,Merchant payments,1499626469,1.00E+12,2,2021,india
1368,Recharge & bill payments,685024821,3.01E+11,2,2021,india
1369,Financial Services,3397384,3651996523,2,2021,india
1370,Others,9061732,5598131365,2,2021,india
1371,Merchant payments,2316924871,1.43E+12,3,2021,india
1372,Peer-to-peer payments,2215575286,7.43E+12,3,2021,india
1373,Recharge & bill payments,714583744,3.49E+11,3,2021,india
1374,Financial Services,3112160,4043342762,3,2021,india
1375,Others,13558464,7146868847,3,2021,india
1376,Merchant payments,3152394530,2.00E+12,4,2021,india
1377,Peer-to-peer payments,2716561423,9.20E+12,4,2021,india
1378,Recharge & bill payments,738096162,4.07E+11,4,2021,india
1379,Financial Services,4141629,5028434834,4,2021,india
1380,Others,14562602,9296993479,4,2021,india
1381,Merchant payments,3748851071,2.27E+12,1,2022,india
1382,Peer-to-peer payments,3074250150,1.05E+13,1,2022,india
1383,Recharge & bill payments,749674246,4.48E+11,1,2022,india
1384,Financial Services,4035100,4921211866,1,2022,india
1385,Others,16393502,8422766458,1,2022,india
1386,Merchant payments,4765203787,2.85E+12,2,2022,india
1387,Peer-to-peer payments,3506141323,1.21E+13,2,2022,india
1388,Recharge & bill payments,845751926,5.23E+11,2,2022,india
1389,Financial Services,3272822,3889787480,2,2022,india
1390,Others,11241480,6711034131,2,2022,india
1391,Merchant payments,5618132071,3.15E+12,3,2022,india
1392,Peer-to-peer payments,3957113406,1.28E+13,3,2022,india
1393,Recharge & bill payments,956164949,6.07E+11,3,2022,india
1394,Financial Services,3959631,4514223164,3,2022,india
1395,Others,10005043,6725900103,3,2022,india
1396,Merchant payments,6565690145,3.67E+12,4,2022,india
1397,Peer-to-peer payments,4459859921,1.46E+13,4,2022,india
1398,Recharge & bill payments,991049281,6.50E+11,4,2022,india
1399,Financial Services,4623387,5360528394,4,2022,india
1400,Others,10013085,7361492607,4,2022,india
1401,Recharge & bill payments,457813,78812610.35,1,2018,jammu-&-kashmir
1402,Peer-to-peer payments,353621,861670157.9,1,2018,jammu-&-kashmir
1403,Financial Services,65683,10269382.62,1,2018,jammu-&-kashmir
1404,Merchant payments,28696,30967525.64,1,2018,jammu-&-kashmir
1405,Others,35755,23651562.72,1,2018,jammu-&-kashmir
1406,Recharge & bill payments,794502,166762242.9,2,2018,jammu-&-kashmir
1407,Peer-to-peer payments,771844,2372961688,2,2018,jammu-&-kashmir
1408,Financial Services,112422,15636116.81,2,2018,jammu-&-kashmir
1409,Merchant payments,79248,64454257.53,2,2018,jammu-&-kashmir
1410,Others,38310,31391931.69,2,2018,jammu-&-kashmir
1411,Peer-to-peer payments,1260453,3616022746,3,2018,jammu-&-kashmir
1412,Recharge & bill payments,822143,203079955.3,3,2018,jammu-&-kashmir
1413,Merchant payments,140076,82826475.19,3,2018,jammu-&-kashmir
1414,Financial Services,44464,6397888.355,3,2018,jammu-&-kashmir
1415,Others,36825,26373935,3,2018,jammu-&-kashmir
1416,Peer-to-peer payments,1265457,5151829745,4,2018,jammu-&-kashmir
1417,Recharge & bill payments,970724,254473764,4,2018,jammu-&-kashmir
1418,Merchant payments,402303,215771001.5,4,2018,jammu-&-kashmir
1419,Financial Services,33775,6072177.152,4,2018,jammu-&-kashmir
1420,Others,49051,36573577.74,4,2018,jammu-&-kashmir
1421,Peer-to-peer payments,1913720,5414709532,1,2019,jammu-&-kashmir
1422,Recharge & bill payments,1131953,302663112.9,1,2019,jammu-&-kashmir
1423,Merchant payments,452379,199219534.9,1,2019,jammu-&-kashmir
1424,Financial Services,43247,4593545.202,1,2019,jammu-&-kashmir
1425,Others,43688,30649751.66,1,2019,jammu-&-kashmir
1426,Peer-to-peer payments,1180781,5666318253,2,2019,jammu-&-kashmir
1427,Recharge & bill payments,706569,215937468.9,2,2019,jammu-&-kashmir
1428,Merchant payments,353678,188931529.5,2,2019,jammu-&-kashmir
1429,Financial Services,22663,2652961.354,2,2019,jammu-&-kashmir
1430,Others,32664,26301988.32,2,2019,jammu-&-kashmir
1431,Peer-to-peer payments,618694,3499425218,3,2019,jammu-&-kashmir
1432,Recharge & bill payments,318061,111964437,3,2019,jammu-&-kashmir
1433,Merchant payments,165115,120736230.1,3,2019,jammu-&-kashmir
1434,Financial Services,2895,658515.8825,3,2019,jammu-&-kashmir
1435,Others,11761,11446090.82,3,2019,jammu-&-kashmir
1436,Peer-to-peer payments,310620,1799955856,4,2019,jammu-&-kashmir
1437,Merchant payments,91303,77859073.82,4,2019,jammu-&-kashmir
1438,Recharge & bill payments,84803,49065907.05,4,2019,jammu-&-kashmir
1439,Financial Services,197,213741.2862,4,2019,jammu-&-kashmir
1440,Others,3005,2601419.696,4,2019,jammu-&-kashmir
1441,Peer-to-peer payments,435154,2654638582,1,2020,jammu-&-kashmir
1442,Recharge & bill payments,341357,144213068.7,1,2020,jammu-&-kashmir
1443,Merchant payments,135241,131144419,1,2020,jammu-&-kashmir
1444,Financial Services,2350,2116665.118,1,2020,jammu-&-kashmir
1445,Others,7528,5530441.652,1,2020,jammu-&-kashmir
1446,Peer-to-peer payments,1238380,7426818530,2,2020,jammu-&-kashmir
1447,Recharge & bill payments,1028741,413037418.3,2,2020,jammu-&-kashmir
1448,Merchant payments,341375,403026357.8,2,2020,jammu-&-kashmir
1449,Financial Services,9130,10415041.34,2,2020,jammu-&-kashmir
1450,Others,17380,12351591.57,2,2020,jammu-&-kashmir
1451,Peer-to-peer payments,1787154,10837119047,3,2020,jammu-&-kashmir
1452,Recharge & bill payments,1005745,443743222.5,3,2020,jammu-&-kashmir
1453,Merchant payments,642688,667957476.4,3,2020,jammu-&-kashmir
1454,Financial Services,10111,13281733.8,3,2020,jammu-&-kashmir
1455,Others,20200,15128281.34,3,2020,jammu-&-kashmir
1456,Peer-to-peer payments,2378539,13736841260,4,2020,jammu-&-kashmir
1457,Recharge & bill payments,1900075,536741118.3,4,2020,jammu-&-kashmir
1458,Merchant payments,1377786,1045006123,4,2020,jammu-&-kashmir
1459,Financial Services,13578,17966592.7,4,2020,jammu-&-kashmir
1460,Others,84466,44350708.94,4,2020,jammu-&-kashmir
1461,Peer-to-peer payments,2800201,14801220301,1,2021,jammu-&-kashmir
1462,Recharge & bill payments,2554798,663747765.7,1,2021,jammu-&-kashmir
1463,Merchant payments,1527253,1605408313,1,2021,jammu-&-kashmir
1464,Financial Services,17276,20848657.86,1,2021,jammu-&-kashmir
1465,Others,98042,47124854.99,1,2021,jammu-&-kashmir
1466,Peer-to-peer payments,3955437,19502438178,2,2021,jammu-&-kashmir
1467,Recharge & bill payments,3568970,892467613.6,2,2021,jammu-&-kashmir
1468,Merchant payments,2378307,2343370986,2,2021,jammu-&-kashmir
1469,Financial Services,19432,21897796.19,2,2021,jammu-&-kashmir
1470,Others,105673,53580855.46,2,2021,jammu-&-kashmir
1471,Peer-to-peer payments,5621108,26562997915,3,2021,jammu-&-kashmir
1472,Recharge & bill payments,4192099,1126801385,3,2021,jammu-&-kashmir
1473,Merchant payments,3197489,3818849263,3,2021,jammu-&-kashmir
1474,Financial Services,16071,27585395.49,3,2021,jammu-&-kashmir
1475,Others,124274,62209689.34,3,2021,jammu-&-kashmir
1476,Peer-to-peer payments,6852001,31444247708,4,2021,jammu-&-kashmir
1477,Merchant payments,5399465,6026170896,4,2021,jammu-&-kashmir
1478,Recharge & bill payments,4358892,1334473410,4,2021,jammu-&-kashmir
1479,Financial Services,20269,34425387.52,4,2021,jammu-&-kashmir
1480,Others,160001,86920024.6,4,2021,jammu-&-kashmir
1481,Peer-to-peer payments,6263588,25881919929,1,2022,jammu-&-kashmir
1482,Merchant payments,5769426,5903944370,1,2022,jammu-&-kashmir
1483,Recharge & bill payments,4046350,1253753686,1,2022,jammu-&-kashmir
1484,Financial Services,20506,28915576.12,1,2022,jammu-&-kashmir
1485,Others,145441,79330065.64,1,2022,jammu-&-kashmir
1486,Merchant payments,9917899,8541811640,2,2022,jammu-&-kashmir
1487,Peer-to-peer payments,8948548,35973490941,2,2022,jammu-&-kashmir
1488,Recharge & bill payments,4759941,1631580784,2,2022,jammu-&-kashmir
1489,Financial Services,17495,23857762.1,2,2022,jammu-&-kashmir
1490,Others,169864,83549709.69,2,2022,jammu-&-kashmir
1491,Merchant payments,9594459,8056512905,3,2022,jammu-&-kashmir
1492,Peer-to-peer payments,8391981,31280124358,3,2022,jammu-&-kashmir
1493,Recharge & bill payments,4397779,1538833024,3,2022,jammu-&-kashmir
1494,Financial Services,16502,21281997.61,3,2022,jammu-&-kashmir
1495,Others,133673,66802218.33,3,2022,jammu-&-kashmir
1496,Merchant payments,13060020,9463119177,4,2022,jammu-&-kashmir
1497,Peer-to-peer payments,9209773,33017162450,4,2022,jammu-&-kashmir
1498,Recharge & bill payments,4885856,1738113554,4,2022,jammu-&-kashmir
1499,Financial Services,17803,26804683.93,4,2022,jammu-&-kashmir
1500,Others,142706,70096050.9,4,2022,jammu-&-kashmir
1501,Recharge & bill payments,1095857,132181815.3,1,2018,jharkhand
1502,Peer-to-peer payments,809459,2036315436,1,2018,jharkhand
1503,Financial Services,107755,45483178.1,1,2018,jharkhand
1504,Merchant payments,66299,66465337.51,1,2018,jharkhand
1505,Others,99551,93740623.36,1,2018,jharkhand
1506,Recharge & bill payments,1398777,208894647.8,2,2018,jharkhand
1507,Peer-to-peer payments,1375872,4205862517,2,2018,jharkhand
1508,Financial Services,160637,65554548.25,2,2018,jharkhand
1509,Merchant payments,130339,138889079.2,2,2018,jharkhand
1510,Others,86455,102374867.1,2,2018,jharkhand
1511,Peer-to-peer payments,6003688,8142915751,3,2018,jharkhand
1512,Recharge & bill payments,1539476,256930062.2,3,2018,jharkhand
1513,Merchant payments,287427,155059935,3,2018,jharkhand
1514,Financial Services,216343,38182603.58,3,2018,jharkhand
1515,Others,75687,68483065.68,3,2018,jharkhand
1516,Peer-to-peer payments,3325473,9414019817,4,2018,jharkhand
1517,Recharge & bill payments,1885135,328077093.5,4,2018,jharkhand
1518,Merchant payments,845956,373435992.5,4,2018,jharkhand
1519,Financial Services,136918,36357465.52,4,2018,jharkhand
1520,Others,90561,90026272.84,4,2018,jharkhand
1521,Peer-to-peer payments,5952105,12664709652,1,2019,jharkhand
1522,Recharge & bill payments,2347079,440323945.1,1,2019,jharkhand
1523,Merchant payments,892826,391616776.1,1,2019,jharkhand
1524,Financial Services,105558,47227410.81,1,2019,jharkhand
1525,Others,90140,83358664.95,1,2019,jharkhand
1526,Peer-to-peer payments,5155937,17044444614,2,2019,jharkhand
1527,Recharge & bill payments,2734377,562210324.8,2,2019,jharkhand
1528,Merchant payments,2049311,862186711.5,2,2019,jharkhand
1529,Financial Services,67479,51588987.16,2,2019,jharkhand
1530,Others,121107,102270668.2,2,2019,jharkhand
1531,Peer-to-peer payments,5708187,19050145624,3,2019,jharkhand
1532,Merchant payments,4766457,1494546031,3,2019,jharkhand
1533,Recharge & bill payments,3527625,754845093.6,3,2019,jharkhand
1534,Financial Services,103620,80276391.65,3,2019,jharkhand
1535,Others,114758,86160853.19,3,2019,jharkhand
1536,Peer-to-peer payments,10301226,25360155657,4,2019,jharkhand
1537,Recharge & bill payments,4390094,966539484.6,4,2019,jharkhand
1538,Merchant payments,3359590,1725990596,4,2019,jharkhand
1539,Financial Services,104630,45850806.13,4,2019,jharkhand
1540,Others,93078,49211833.16,4,2019,jharkhand
1541,Peer-to-peer payments,8196850,29875044416,1,2020,jharkhand
1542,Recharge & bill payments,5454093,1358517297,1,2020,jharkhand
1543,Merchant payments,4499942,2298726415,1,2020,jharkhand
1544,Financial Services,46483,31523887.51,1,2020,jharkhand
1545,Others,85345,47420137.75,1,2020,jharkhand
1546,Peer-to-peer payments,8724053,32662370317,2,2020,jharkhand
1547,Recharge & bill payments,7538593,1987320467,2,2020,jharkhand
1548,Merchant payments,3753633,2662438204,2,2020,jharkhand
1549,Financial Services,56553,130249402,2,2020,jharkhand
1550,Others,68679,43823586.28,2,2020,jharkhand
1551,Peer-to-peer payments,11984094,43128110246,3,2020,jharkhand
1552,Merchant payments,7728846,5163578368,3,2020,jharkhand
1553,Recharge & bill payments,7211293,2217657035,3,2020,jharkhand
1554,Financial Services,56918,63233533.19,3,2020,jharkhand
1555,Others,87322,50036637.65,3,2020,jharkhand
1556,Peer-to-peer payments,17120664,60733288288,4,2020,jharkhand
1557,Merchant payments,14168381,9347677564,4,2020,jharkhand
1558,Recharge & bill payments,7945996,2582828439,4,2020,jharkhand
1559,Financial Services,60989,63947540,4,2020,jharkhand
1560,Others,135603,77432999.36,4,2020,jharkhand
1561,Peer-to-peer payments,19151083,69198235577,1,2021,jharkhand
1562,Merchant payments,17489113,11545580927,1,2021,jharkhand
1563,Recharge & bill payments,7826608,2888409672,1,2021,jharkhand
1564,Financial Services,50526,54836609.33,1,2021,jharkhand
1565,Others,104333,62290337.7,1,2021,jharkhand
1566,Peer-to-peer payments,24184568,86037113965,2,2021,jharkhand
1567,Merchant payments,19041292,14731458451,2,2021,jharkhand
1568,Recharge & bill payments,10583445,3531023352,2,2021,jharkhand
1569,Financial Services,54379,57959229.95,2,2021,jharkhand
1570,Others,138461,75088312.27,2,2021,jharkhand
1571,Peer-to-peer payments,30113326,97742557032,3,2021,jharkhand
1572,Merchant payments,29687162,19954619973,3,2021,jharkhand
1573,Recharge & bill payments,10742405,4029136912,3,2021,jharkhand
1574,Financial Services,51289,65035270.31,3,2021,jharkhand
1575,Others,201520,99665931.84,3,2021,jharkhand
1576,Merchant payments,45007900,30397134744,4,2021,jharkhand
1577,Peer-to-peer payments,39476282,1.30E+11,4,2021,jharkhand
1578,Recharge & bill payments,11173974,4920513758,4,2021,jharkhand
1579,Financial Services,72802,82938673.41,4,2021,jharkhand
1580,Others,278084,154856720.6,4,2021,jharkhand
1581,Merchant payments,53218047,35404682303,1,2022,jharkhand
1582,Peer-to-peer payments,45881799,1.53E+11,1,2022,jharkhand
1583,Recharge & bill payments,11502811,5765898872,1,2022,jharkhand
1584,Financial Services,67502,72095750.38,1,2022,jharkhand
1585,Others,241051,130193505.4,1,2022,jharkhand
1586,Merchant payments,67435024,44149892984,2,2022,jharkhand
1587,Peer-to-peer payments,52086790,1.75E+11,2,2022,jharkhand
1588,Recharge & bill payments,13145888,6119623547,2,2022,jharkhand
1589,Financial Services,50361,53281830.62,2,2022,jharkhand
1590,Others,207212,104530269,2,2022,jharkhand
1591,Merchant payments,74816586,45850919744,3,2022,jharkhand
1592,Peer-to-peer payments,57285937,1.77E+11,3,2022,jharkhand
1593,Recharge & bill payments,14462031,6838978157,3,2022,jharkhand
1594,Financial Services,68467,69016067.83,3,2022,jharkhand
1595,Others,182311,104503812.7,3,2022,jharkhand
1596,Merchant payments,91863987,57173653532,4,2022,jharkhand
1597,Peer-to-peer payments,68045210,2.13E+11,4,2022,jharkhand
1598,Recharge & bill payments,15110623,7625380765,4,2022,jharkhand
1599,Financial Services,81074,89276259.67,4,2022,jharkhand
1600,Others,199198,129776494.9,4,2022,jharkhand
1601,Recharge & bill payments,5785292,1496816542,1,2018,karnataka
1602,Peer-to-peer payments,4456528,16522277460,1,2018,karnataka
1603,Merchant payments,1089627,696586489.3,1,2018,karnataka
1604,Financial Services,159848,52664837.41,1,2018,karnataka
1605,Others,525604,449549985.2,1,2018,karnataka
1606,Recharge & bill payments,7391926,2435924808,2,2018,karnataka
1607,Peer-to-peer payments,7164836,29135024501,2,2018,karnataka
1608,Merchant payments,1874383,1361967205,2,2018,karnataka
1609,Financial Services,194363,93244737.61,2,2018,karnataka
1610,Others,490939,489418829.4,2,2018,karnataka
1611,Peer-to-peer payments,12863507,42819128165,3,2018,karnataka
1612,Recharge & bill payments,8674172,3019156590,3,2018,karnataka
1613,Merchant payments,3638065,1879406581,3,2018,karnataka
1614,Financial Services,205740,50726023.4,3,2018,karnataka
1615,Others,598777,456674396.3,3,2018,karnataka
1616,Peer-to-peer payments,20471744,63575342228,4,2018,karnataka
1617,Merchant payments,11812478,4751317555,4,2018,karnataka
1618,Recharge & bill payments,11426205,4030978295,4,2018,karnataka
1619,Financial Services,289353,71134704.79,4,2018,karnataka
